(A1) CITY;(A2) PROVINCE;(B3) GENDER;(B4) AGE;(B5) RELIGION;(B6) ETHNIC;(B7) EDUCATION LEVEL;(B8) LIVED IN URBAN AREA (YEARS);(B9) OCCUPATION;(B10) SOCIAL CLAS;(B11) HOUSEHOLD MEMBER;(C12) HOUSEHOLD INCOME (MONTHLY IN MILLION IDR);(C13) TIME OF INCOME RECEIPT;(C14) HOUSEHOLD EXPENDITURE (MONTHLY IN MILLION IDR);(C15) % MONTHLY EXPENDITURE FOR FOOD;(D16) HEALTH FACTOR;(D17) PRICE FACTOR);(E18) RELIGIOUS VALUE IN TYPE OF FOOD;(E19) RELIGIOUS VALUE IN EATING PLACES;(E20) RELIGIOUS VALUE IN CONSUMPTION PATTERN;(E21) CUSTOM VALUE IN TYPE OF FOOD;(E22) CUSTOM VALUE IN EATING PLACES;(E23) CUSTOM VALUE IN CONSUMPTION PATTERN;(24) PRACTICE OF FOOD CONSUMPTION BASED ON RELIGIOUS RULES;(25) PRACTICE OF FOOD CONSUMPTION BASED ON CUSTOM RULES;(E26) BUYING FOOD PRODUCT IN THE RIGHT PLACE BASED ON RELIGIOUS RULES;(E27 TYPE OF DISHES VARIATION BASED ON RELIGIOUS RULES;(E28) PRACTICE OF CONSUMING TRADITIONAL FOOD;
Jakarta;DKI Jakarta;Female;29;Islam;Java;Bachelor degree;19;Private Employees;Middle Class;7;3:02;Weekly;2:09;67;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;41;Islam;Sunda;Bachelor degree;21;Private Employees;Middle Class;7;6:02;Weekly;5:09;36;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Jakarta;DKI Jakarta;Female;31;Protestant;Sunda;Bachelor degree;31;Private Employees;Middle Class;7;6:04;Weekly;6:00;42;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Jakarta;DKI Jakarta;Female;36;Islam;Minang;Bachelor degree;36;Private Employees;Lower Class;7;3:07;Daily;3:03;73;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;52;Protestant;Other;Senior High School;26;Private Employees;Lower Class;5;5:09;Daily;5:05;41;Disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;64;Protestant;Java;Primary School;27;Private Employees;Middle Class;6;6:07;Weekly;6:03;33;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;35;Islam;Java;Junior High School;35;Teacher?/Lecturer;Upper Class;6;10:09;Monthly;10:05;19;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Male;62;Islam;Java;Master and doctoral degree;25;Teacher?/Lecturer;Lower Class;6;3:09;Daily;3:05;69;Disagree;Disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Disagree;
Jakarta;DKI Jakarta;Female;36;Protestant;Java;Bachelor degree;36;Government Employees;Lower Class;6;9:08;Daily;9:04;23;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Male;52;Islam;Java;Junior High School;22;Government Employees;Middle Class;6;9:06;Weekly;9:02;25;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;55;Islam;Sunda;Bachelor degree;25;Government Employees;Middle Class;7;3:06;Weekly;3:03;58;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;34;Islam;Java;Bachelor degree;34;Government Employees;Upper Class;6;5:07;Monthly;5:04;44;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Disagree;Agree;Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;
Jakarta;DKI Jakarta;Female;30;Islam;Java;Senior High School;30;Government Employees;Lower Class;5;6:04;Daily;6:01;35;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;61;Islam;Other;Primary School;31;Police Officer?/Army;Lower Class;6;3:04;Daily;3:01;59;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;23;Islam;Minang;Senior High School;23;Police Officer?/Army;Middle Class;5;2:09;Weekly;2:06;65;Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;
Jakarta;DKI Jakarta;Female;39;Islam;Minang;Senior High School;39;Private Employees;Middle Class;5;5:06;Weekly;5:03;41;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;31;Islam;Sunda;Diploma;31;Private Employees;Upper Class;6;11:02;Monthly;10:09;26;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Jakarta;DKI Jakarta;Male;28;Islam;Sunda;Diploma;28;Government Employees;Upper Class;6;3:07;Monthly;3:03;76;Agree;Strongly Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Male;45;Catholic;Other;Bachelor degree;45;Police Officer?/Army;Upper Class;7;10:06;Monthly;10:02;22;Neither agree nor disagree;Strongly Disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;64;Islam;Other;Master and doctoral degree;24;Private Employees;Middle Class;6;11:02;Weekly;10:08;18;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;31;Islam;Java;Bachelor degree;31;Private Employees;Lower Class;6;3:08;Daily;3:04;57;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Jakarta;DKI Jakarta;Female;29;Islam;Java;Bachelor degree;29;Private Employees;Middle Class;7;6:02;Weekly;5:08;43;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;46;Islam;Java;Master and doctoral degree;46;Enterpreneur;Middle Class;8;5:08;Weekly;5:04;38;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;64;Islam;Other;Bachelor degree;23;Enterpreneur;Lower Class;7;3:01;Daily;2:07;61;Disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;54;Protestant;Java;Bachelor degree;10;Enterpreneur;Lower Class;7;3:04;Daily;3:00;58;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Female;47;Islam;Minang;Bachelor degree;47;Enterpreneur;Middle Class;7;5:06;Weekly;5:02;34;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Jakarta;DKI Jakarta;Female;28;Islam;Java;Bachelor degree;28;Government Employees;Upper Class;7;12:01;Monthly;11:07;26;Agree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Male;48;Islam;Java;Senior High School;28;Government Employees;Lower Class;5;2:09;Daily;2:05;57;Disagree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;25;Islam;Java;Diploma;25;Government Employees;Upper Class;6;10:03;Monthly;9:09;24;Neither agree nor disagree;Disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;39;Catholic;Batak;Diploma;39;Government Employees;Upper Class;6;14:02;Monthly;13:08;27;Strongly Agree;Strongly Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Jakarta;DKI Jakarta;Male;53;Protestant;Java;Diploma;21;Government Employees;Lower Class;6;3:04;Daily;3:00;67;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;57;Protestant;Java;Diploma;12;Private Employees;Middle Class;6;6:07;Weekly;6:03;36;Neither agree nor disagree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;46;Islam;Java;Diploma;34;Private Employees;Middle Class;6;5:08;Weekly;5:04;42;Agree;Agree;Disagree;Agree;Disagree;Disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Male;53;Islam;Java;Bachelor degree;37;Private Employees;Lower Class;7;2:03;Daily;1:09;73;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;58;Islam;Java;Diploma;21;Private Employees;Middle Class;6;4:09;Weekly;4:05;41;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Jakarta;DKI Jakarta;Female;62;Islam;Java;Master and doctoral degree;15;Enterpreneur;Middle Class;6;5:09;Weekly;5:05;33;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Female;33;Protestant;Java;Bachelor degree;33;Enterpreneur;Upper Class;6;11:04;Monthly;11:00;19;Disagree;Strongly Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Jakarta;DKI Jakarta;Female;37;Protestant;Java;Diploma;37;Enterpreneur;Lower Class;6;3:00;Daily;2:06;69;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;32;Protestant;Java;Diploma;32;Enterpreneur;Upper Class;6;15:07;Monthly;15:03;23;Neither agree nor disagree;Strongly Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;35;Protestant;Java;Senior High School;35;Enterpreneur;Upper Class;5;13:02;Monthly;13:01;25;Neither agree nor disagree;Disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;31;Catholic;Other;Diploma;31;Enterpreneur;Lower Class;6;3:04;Daily;3:03;57;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Male;27;Islam;Minang;Senior High School;23;Government Employees;Middle Class;5;6:08;Weekly;6:07;43;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Jakarta;DKI Jakarta;Female;49;Islam;Minang;Senior High School;21;Government Employees;Middle Class;5;4:08;Weekly;4:07;38;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Female;55;Islam;Sunda;Diploma;12;Government Employees;Lower Class;6;2:09;Daily;2:08;61;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;54;Islam;Java;Diploma;15;Government Employees;Lower Class;6;3:05;Daily;3:04;58;Neither agree nor disagree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;47;Islam;Java;Bachelor degree;21;Government Employees;Middle Class;7;5:07;Weekly;5:06;34;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Jakarta;DKI Jakarta;Male;28;Islam;Java;Diploma;28;Government Employees;Upper Class;6;11:03;Monthly;11:02;26;Neither agree nor disagree;Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;48;Catholic;Madura;Diploma;48;Government Employees;Lower Class;6;2:07;Daily;2:06;57;Neither agree nor disagree;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Male;26;Catholic;Java;Bachelor degree;26;Enterpreneur;Upper Class;7;10:01;Monthly;10:00;24;Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Female;39;Protestant;Java;Master and doctoral degree;39;Enterpreneur;Upper Class;8;12:05;Monthly;12:04;27;Agree;Disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Jakarta;DKI Jakarta;Female;53;Islam;Java;Bachelor degree;25;Enterpreneur;Lower Class;7;3:02;Daily;3:01;67;Neither agree nor disagree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Jakarta;DKI Jakarta;Male;57;Islam;Sunda;Bachelor degree;32;Enterpreneur;Middle Class;7;6:02;Weekly;6:01;36;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Agree;Agree;
Jakarta;DKI Jakarta;Female;46;Islam;Sunda;Bachelor degree;36;Enterpreneur;Middle Class;7;6:04;Weekly;6:03;42;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
